"Date","StateOfOccurrence","Location","Model","Registration","Operator","StateOfOperator","StateOfRegistry","FlightPhase","Class","Fatalities","Over2250","Over5700","ScheduledCommercial","InjuryLevel","TypeDesignator","Helicopter","Airplane","Engines","EngineType","Official","OccCats","Risk","Year"
"""2011-01-19T00:00:00.000Z""","PRT","","AIRBUS A330 200","EC-330","","","ESP","Manoeuvring","Accident",0,true,true,"","None","BE20",false,true,2,"Turboprop","","[""MAC""]","OTH",2011
"""2011-01-19T00:00:00.000Z""","BRA","São José do Rio Preto, SP","BEECH 36","PP-BIL","",,"BRA","Take-off","Accident",0,false,false,"","Serious","BE36",false,true,1,"Piston","","[""UNK""]","UNK",2011
"""2011-01-19T00:00:00.000Z""","USA","Houston","CESSNA 182 R","N6187S","","","USA","Landing","Accident",0,false,false,"","None","C182",false,true,1,"Piston","","[]","RS",2011
"""2011-01-19T00:00:00.000Z""","USA","Pekin","PIPER PA28","N5658W","","","USA","Landing","Accident",0,false,false,"","Serious","PA47",false,true,1,"Jet","","[]","RS",2011
"""2011-01-19T00:00:00.000Z""","SDN"," Tharjath Airstrip","CESSNA 208","5Y-OER","Airworks",,"KEN","En route","Accident",0,true,false,false,"None","C208",false,true,1,"Turboprop","","[""UNK""]","UNK",2011
"""2011-01-19T00:00:00.000Z""","","","HUGHES 369","C-FYIP","","","CAN","Landing","Accident",0,true,false,"","None","H500",true,false,1,"Turboprop","","[]","",2011
"""2011-01-20T00:00:00.000Z""","USA","San Luis Obispo","PIPER PA28","N8608W","","","USA","Approach","Accident",0,false,false,"","None","PA47",false,true,1,"Jet","","[]","RS",2011
"""2011-01-20T00:00:00.000Z""","LUX","ELLX","DE HAVILLAND DHC8 400","LX-LGA","Luxembourg Luxair S.A.","LUX","LUX","Landing","Accident",0,true,true,true,"Minor","MOSQ",,true,2,"Piston",true,"[""ARC""]","RS",2011
"""2011-01-20T00:00:00.000Z""","AUS","Bingara (ALA), 126° M 31Km","NZA CRESCO 8600","VH-KPY","",,"AUS","En route","Accident",0,true,false,"","None","CRES",false,true,1,"Turboprop","","[""LALT""]","OTH",2011
"""2011-01-20T00:00:00.000Z""","RUS","","AEROSPATIALE AS355","RA-04109","","","RUS","En route","Accident",1,true,false,"","Fatal","AS55",true,false,2,"Turboprop","","[]","",2011
"""2011-01-20T00:00:00.000Z""","NZL","","BELL 206","ZK-ISF","","","NZL","En route","Accident",0,false,false,"","None","P39",false,true,1,"Piston","","[]","TURB",2011
"""2011-01-20T00:00:00.000Z""","AUS","Wee Waa (ALA), 035° M 18Km","AIR TRACTOR AT502","VH-ASV","","","AUS","Take-off","Accident",0,true,false,"","None","AT5T",false,true,1,"Turboprop","","[""LALT""]","OTH",2011
"""2011-01-21T00:00:00.000Z""","GBR","Heathrow","AIRBUS A319","G-EUPS","United Kingdom British Airways Plc","GBR","GBR","Take-off","Accident",0,true,true,true,"None","A319",,true,2,"Jet",true,"[""SCF-NP""]","SCF",2011
"""2011-01-21T00:00:00.000Z""","KOR","Uljin Airport","CESSNA T41","HL1080","Korea, South ","","KOR","En route","Accident",2,false,false,"","Fatal","C172",false,true,1,"Piston","","[]","LOC-I",2011
"""2011-01-21T00:00:00.000Z""","USA","Santa Ana","PIPER PA28","N47589","","","USA","Landing","Accident",0,false,false,"","None","PA47",false,true,1,"Jet","","[]","RS",2011
"""2011-01-21T00:00:00.000Z""","KOR","Uljin Airport","CESSNA T41","HL1127","Korea, South ","","KOR","En route","Accident",2,false,false,"","Fatal","C172",false,true,1,"Piston","","[]","LOC-I",2011
"""2011-01-21T00:00:00.000Z""","USA","Redding","","N48VP","","","USA","Landing","Accident",0,true,false,"","None","P32T",false,true,1,"Piston","","[]","RS",2011
"""2011-01-21T00:00:00.000Z""","ZAF","","HUGHES 369","ZS-HWX","","","ZAF","En route","Accident",0,true,false,"","Serious","H500",true,false,1,"Turboprop","","[]","",2011
"""2011-01-21T00:00:00.000Z""","BRA","Rio Branco City, State of Acre","CESSNA 208 B","PR-RMI","Brazil Other","","BRA","Approach","Accident",0,true,false,false,"None","C208",false,true,1,"Turboprop","","[""SCF-PP""]","SCF",2011
"""2011-01-22T00:00:00.000Z""","USA","Stanwood","CESSNA 206","N142HF","United States ","","USA","Landing","Accident",1,false,false,"","Fatal","T206",false,true,1,"Piston","","[]","RS",2011
"""2011-01-22T00:00:00.000Z""","USA","McKinney","CESSNA T41","N348ME","","","USA","Take-off","Accident",0,false,false,"","None","C172",false,true,1,"Piston","","[]","RS",2011
"""2011-01-22T00:00:00.000Z""","USA","Hayfork","","N4668L","","","USA","En route","Accident",0,true,false,"","Minor","C17",false,true,4,"Jet","","[]","TURB",2011
"""2011-01-24T00:00:00.000Z""","USA","Jasper","CIRRUS SR22 NO SERIES EXISTS","N1116C","","","USA","Take-off","Accident",0,false,false,"","None","VK3P",false,true,1,"Piston","","[]","RS",2011
"""2011-01-24T00:00:00.000Z""","USA","Pittsburg","CIRRUS SR22 NO SERIES EXISTS","N690KY","","","USA","Taxi","Accident",0,false,false,"","None","VK3P",false,true,1,"Piston","","[]","RS",2011
"""2011-01-24T00:00:00.000Z""","USA","Corsicana","AERONCA 7AC","N81800","","","USA","Landing","Accident",0,false,false,"","None","CH7A",false,true,1,"Piston","","[]","RS",2011
"""2011-01-25T00:00:00.000Z""","USA","Meadview","PIPER PA28","N3751U","","","USA","Standing","Accident",0,false,false,"","None","PA47",false,true,1,"Jet","","[]","RS",2011
"""2011-01-25T00:00:00.000Z""","USA","Prescott","CESSNA 180","N2229C","","","USA","Landing","Accident",0,false,false,"","None","C180",false,true,1,"Piston","","[]","RS",2011
"""2011-01-25T00:00:00.000Z""","USA","TERLINGUA","","N947RG","","","USA","Take-off","Accident",0,true,false,"","None","ME08",false,true,1,"Piston","","[]","RS",2011
"""2011-01-26T00:00:00.000Z""","USA","Matador","PIPER PA28","N9478W","","","USA","Take-off","Accident",0,false,false,"","Minor","PA47",false,true,1,"Jet","","[]","RS",2011
"""2011-01-26T00:00:00.000Z""","USA","Helena","CESSNA 180","N9067M","","","USA","Landing","Accident",0,false,false,"","None","C180",false,true,1,"Piston","","[]","RS",2011
"""2011-01-26T00:00:00.000Z""","USA","Toutle","","N92LW","","","USA","Landing","Accident",0,true,false,"","None","C17",false,true,4,"Jet","","[]","RS",2011
"""2011-01-27T00:00:00.000Z""","ITA","Isola Fossara, Perugia","CESSNA T41","I-AMCO","","","ITA","En route","Accident",1,false,false,"","Fatal","C172",false,true,1,"Piston","","[]","LOC-I",2011
"""2011-01-27T00:00:00.000Z""","KEN","Wilson Apt, Nairobi","FOKKER F27 500","5X-FFD","Fly540",,"UGA","Take-off","Accident",0,true,true,false,"None","F27",false,true,2,"Turboprop","","[""SCF-PP"",""RE""]","RS",2011
"""2011-01-27T00:00:00.000Z""","IDN","","HUGHES 369","PK-IWS","","","IDN","En route","Accident",0,true,false,"","Serious","H500",true,false,1,"Turboprop","","[]","",2011
"""2011-01-27T00:00:00.000Z""","MEX","","AGUSTA A119","XA-KLA","","","MEX","Landing","Accident",0,true,false,"","None","A119",true,false,1,"Turboprop","","[]","",2011
"""2011-01-27T00:00:00.000Z""","USA","Cross City","CIRRUS SR22 NO SERIES EXISTS","N8135B","","","USA","En route","Accident",0,false,false,"","None","VK3P",false,true,1,"Piston","","[]","TURB",2011
"""2011-01-28T00:00:00.000Z""","USA","Shreveport","CESSNA T41","N5929T","","","USA","Landing","Accident",0,false,false,"","None","C172",false,true,1,"Piston","","[]","RS",2011
"""2011-01-28T00:00:00.000Z""","USA","Huntsville","PIPER PA24","N8023P","","","USA","En route","Accident",0,false,false,"","None","PA47",false,true,1,"Jet","","[]","TURB",2011
"""2011-01-28T00:00:00.000Z""","BRA","Londrina City, State of Paraná","BEECH G58","PR-BOR","","","BRA","Take-off","Accident",3,true,false,"","Fatal","BE58",false,true,2,"Piston","","[""LOC-I""]","LOC-I",2011
"""2011-01-28T00:00:00.000Z""","USA","Buckeye","RANS S6 ES","N8053R","","","USA","En route","Accident",0,false,false,"","Minor","COY2",false,true,1,"Piston","","[]","TURB",2011
"""2011-01-28T00:00:00.000Z""","BRA","Patrimonio Regina City","BEECH G58","PT-BOR","","","BRA","Take-off","Accident",3,true,false,"","Fatal","BE58",false,true,2,"Piston","","[]","LOC-I",2011
"""2011-01-29T00:00:00.000Z""","USA","St. Petersburg","CESSNA T41","N6013J","","","USA","Landing","Accident",0,false,false,"","None","C172",false,true,1,"Piston","","[]","RS",2011
"""2011-01-29T00:00:00.000Z""","USA","Furnace Creek","MOONEY M20","N50BJ","","","USA","En route","Accident",1,false,false,"","Fatal","M20P",false,true,1,"Piston","","[]","LOC-I",2011
"""2011-01-29T00:00:00.000Z""","USA","Burlington","","N602CB","","","USA","Taxi","Accident",0,true,false,"","None","C510",false,true,2,"Jet","","[]","RS",2011
"""2011-01-29T00:00:00.000Z""","USA","Meeker","CESSNA 182","N7199E","","","USA","Taxi","Accident",0,false,false,"","None","C182",false,true,1,"Piston","","[]","RS",2011
"""2011-01-29T00:00:00.000Z""","USA","Burlington","","N200BE","","","USA","Taxi","Accident",0,true,false,"","None","RAV3",false,true,1,"Piston","","[]","RS",2011
"""2011-01-29T00:00:00.000Z""","USA","Adrian","CESSNA 182","N3083Q","United States ","","USA","En route","Accident",3,false,false,"","Fatal","C182",false,true,1,"Piston","","[]","LOC-I",2011
"""2011-01-29T00:00:00.000Z""","USA","Cypress","MOONEY M20R","N64FM","","","USA","Landing","Accident",0,false,false,"","Minor","M20P",false,true,1,"Piston","","[]","RS",2011
"""2011-01-29T00:00:00.000Z""","USA","Anchorage","","N9015U","","","USA","Taxi","Accident",0,true,false,"","None","P32T",false,true,1,"Piston","","[]","RS",2011
"""2011-01-29T00:00:00.000Z""","USA","Wellington","","N15XP","","","USA","Approach","Accident",0,true,false,"","None","C17",false,true,4,"Jet","","[]","RS",2011
"""2011-01-29T00:00:00.000Z""","USA","Anoka","ROBINSON R22","N7195B","","","USA","Manoeuvring","Accident",0,false,false,"","Serious","R22",true,false,1,"Piston","","[]","",2011
"""2011-01-29T00:00:00.000Z""","USA","Atlanta","PIPER PA28","N9127F","","","USA","Taxi","Accident",0,false,false,"","None","PA47",false,true,1,"Jet","","[]","RS",2011
"""2011-01-30T00:00:00.000Z""","USA","Big Bear City","PIPER PA30","N64RJ","","","USA","Take-off","Accident",0,false,false,"","Serious","PA47",false,true,1,"Jet","","[]","RS",2011
"""2011-01-30T00:00:00.000Z""","USA","Rutherfordton","","N457A","","","USA","Manoeuvring","Accident",0,true,false,"","Serious","C172",false,true,1,"Piston","","[]","RS",2011
"""2011-01-30T00:00:00.000Z""","USA","Newaygo","ERCOUPE 415","N127G","","","USA","Take-off","Accident",0,false,false,"","None","ERCO",false,true,1,"Piston","","[]","RS",2011
"""2011-01-30T00:00:00.000Z""","USA","Chesapeake","CESSNA T41","N55212","","","USA","Unknown","Accident",0,false,false,"","Minor","C172",false,true,1,"Piston","","[]","RS",2011
"""2011-01-30T00:00:00.000Z""","USA","Bennett","CIRRUS SR22 NO SERIES EXISTS","N787CB","","","USA","Approach","Accident",0,false,false,"","Minor","VK3P",false,true,1,"Piston","","[]","RS",2011
"""2011-01-31T00:00:00.000Z""","ARG","","EUROCOPTER","N245AF","","","USA","En route","Accident",0,true,false,"","None","TIGR",true,false,2,"Turboprop","","[]","",2011
"""2011-01-31T00:00:00.000Z""","USA","Marana","MCDONNELL DOUGLAS 369 F","N530RL","","","USA","Landing","Accident",1,true,true,"","Fatal","C17",false,true,4,"Jet","","[]","RS",2011
"""2011-01-31T00:00:00.000Z""","USA","Philadelphia Apt","MCDONNELL DOUGLAS MD90","N919DN","",,"USA","Standing","Accident",0,true,true,true,"None","MD90",,true,2,"Jet",true,"[""GCOL""]","RS",2011
"""2011-01-31T00:00:00.000Z""","PYF"," Papeete-Faaa Airport (PPT)","GULFSTREAM GIV","N127DK","Prime Aviation",,"USA","Taxi","Accident",0,true,true,false,"None","GLF2",false,true,2,"Jet","","[""GCOL""]","RS",2011
"""2011-01-31T00:00:00.000Z""","USA","Glendora","CESSNA T41","N6922A","","","USA","Manoeuvring","Accident",0,false,false,"","Serious","C172",false,true,1,"Piston","","[]","RS",2011
"""2011-01-31T00:00:00.000Z""","BRA","Novo Repartimento","CESSNA 182","PT-KAS","","","BRA","Landing","Accident",2,false,false,"","Fatal","C182",false,true,1,"Piston","","[]","RS",2011
"""2011-02-01T00:00:00.000Z""","USA","Eastsound","CESSNA 182","N2718R","","","USA","Standing","Accident",0,false,false,"","Serious","C182",false,true,1,"Piston","","[]","RS",2011
"""2011-02-01T00:00:00.000Z""","USA","","BEECH 200","N39PH","","","USA","Landing","Accident",0,true,false,"","None","BE20",false,true,2,"Turboprop","","[]","RS",2011
"""2011-02-02T00:00:00.000Z""","USA","Kissimmee","POTEZ AIR FOUGA CM170","N415FM","","","USA","Landing","Accident",2,true,false,"","Fatal","PO60",false,true,1,"Piston","","[]","RS",2011
"""2011-02-03T00:00:00.000Z""","GBR","Leeds/Bradford Apt","BAE JETSTREAM4100 4100","G-MAJD","",,"GBR","Landing","Accident",0,true,true,true,"None","JS41",,true,2,"Turboprop",true,"[""ARC""]","RS",2011
"""2011-02-03T00:00:00.000Z""","","","AEROSPATIALE AS350 B2","C-GBGT","","","CAN","Manoeuvring","Accident",0,true,false,"","None","AS50",true,false,1,"Turboprop","","[]","",2011
"""2011-02-03T00:00:00.000Z""","MEX","","AGUSTA A109","XA-TSD","","","MEX","Approach","Accident",0,true,false,"","None","A109",true,false,2,"Turboprop","","[]","",2011
"""2011-02-03T00:00:00.000Z""","","","BELL 206","C-GITZ","","","CAN","Approach","Accident",0,false,false,"","None","EBOY",false,true,1,"Piston","","[]","RS",2011
"""2011-02-03T00:00:00.000Z""","USA","Ogden","ROBINSON R44","N441TB","","","USA","Manoeuvring","Accident",0,false,false,"","None","R44",true,false,1,"Piston","","[]","",2011
"""2011-02-03T00:00:00.000Z""","USA","San Luis Obispo","AERONCA","N47503","","","USA","En route","Accident",1,false,false,"","Fatal","CH7A",false,true,1,"Piston","","[]","LOC-I",2011
"""2011-02-04T00:00:00.000Z""","USA","Pheonix, AZ","Bombardier CRJ200","N7264V","",,"USA","Approach","Accident",0,true,true,true,"None","GL5T",,true,2,"Jet",true,"[""F-NI""]","F-NI",2011
"""2011-02-04T00:00:00.000Z""","USA","Elverta","","N416WC","","","USA","Manoeuvring","Accident",0,true,false,"","Serious","COUR",false,true,1,"Piston","","[]","RS",2011
"""2011-02-04T00:00:00.000Z""","IRQ","Suliamaniyah a/p","RAYTHEON HAWK 800","OD-SKY","Lebanon ",,"LBN","Take-off","Accident",7,true,true,false,"Fatal","H25B",false,true,2,"Jet","","[""UNK""]","UNK",2011
